[main] 2023-04-19 13:04:04 INFO  - #[ Filename: RGI-Feature testcase2 ( sheet :Sheet1 ) on line no: 2 ]
[main] 2023-04-19 13:04:11 INFO  - User have entered URL successfully : https://www.hackerearth.com
[main] 2023-04-19 13:04:11 INFO  - #[ Filename: RGI-Feature testcase2 ( sheet :Sheet1 ) on line no: 3 ]
[main] 2023-04-19 13:04:11 INFO  -  Click Retry Cout: 0
[main] 2023-04-19 13:04:11 INFO  - Inside the TRY of else block By.xpath: //a[@value='Login'] | //a[normalize-space()='Login']
[main] 2023-04-19 13:04:11 INFO  - Inside clickUsingJavaScript step:last
[main] 2023-04-19 13:04:11 INFO  - Successfully clicked on Login Button
[main] 2023-04-19 13:04:11 INFO  - #[ Filename: RGI-Feature testcase2 ( sheet :Sheet1 ) on line no: 4 ]
[main] 2023-04-19 13:04:13 INFO  - Successfully entered text
[main] 2023-04-19 13:04:13 INFO  - Entered project.daisy.input@gmail.com in Username or Email field
[main] 2023-04-19 13:04:13 INFO  - #[ Filename: RGI-Feature testcase2 ( sheet :Sheet1 ) on line no: 5 ]
[main] 2023-04-19 13:04:15 INFO  - Successfully entered text
[main] 2023-04-19 13:04:15 INFO  - Entered Password Successfully
[main] 2023-04-19 13:04:15 INFO  - #[ Filename: RGI-Feature testcase2 ( sheet :Sheet1 ) on line no: 6 ]
[main] 2023-04-19 13:04:15 INFO  -  Click Retry Cout: 0
[main] 2023-04-19 13:04:15 INFO  - Inside the TRY of else block By.xpath: //button[@value='Log in'] | //button[normalize-space()='Log in']
[main] 2023-04-19 13:04:15 INFO  - Inside clickUsingJavaScript step:last
[main] 2023-04-19 13:04:15 INFO  - Successfully clicked on Log in Button
[main] 2023-04-19 13:04:16 INFO  - Re-Triggering failed test cases is disabled
[main] 2023-04-19 13:04:16 INFO  - Closing Browser
[main] 2023-04-19 13:04:17 INFO  - End of execution
[main] 2023-04-19 13:04:17 INFO  - This is the end of test case execution
