[main] 2023-04-18 15:26:02 INFO  - #[ Filename: RGI-Feature testcase2 ( sheet :Sheet1 ) on line no: 2 ]
[main] 2023-04-18 15:26:08 INFO  - User have entered URL successfully : https://www.hackerearth.com
[main] 2023-04-18 15:26:08 INFO  - #[ Filename: RGI-Feature testcase2 ( sheet :Sheet1 ) on line no: 3 ]
[main] 2023-04-18 15:26:08 INFO  -  Click Retry Cout: 0
[main] 2023-04-18 15:26:08 INFO  - Inside the TRY of else block By.xpath: //a[@value='Login'] | //a[normalize-space()='Login']
[main] 2023-04-18 15:26:08 INFO  - Inside clickUsingJavaScript step:last
[main] 2023-04-18 15:26:08 INFO  - Successfully clicked on Login Button
[main] 2023-04-18 15:26:08 INFO  - #[ Filename: RGI-Feature testcase2 ( sheet :Sheet1 ) on line no: 4 ]
[main] 2023-04-18 15:26:10 INFO  - Successfully entered text
[main] 2023-04-18 15:26:10 INFO  - Entered project.daisy.input@gmail.com in Username or Email field
[main] 2023-04-18 15:26:10 INFO  - #[ Filename: RGI-Feature testcase2 ( sheet :Sheet1 ) on line no: 5 ]
[main] 2023-04-18 15:26:12 INFO  - Successfully entered text
[main] 2023-04-18 15:26:12 INFO  - Entered Password Successfully
[main] 2023-04-18 15:26:12 INFO  - #[ Filename: RGI-Feature testcase2 ( sheet :Sheet1 ) on line no: 6 ]
[main] 2023-04-18 15:26:12 INFO  -  Click Retry Cout: 0
[main] 2023-04-18 15:26:12 INFO  - Inside the TRY of else block By.xpath: //button[@value='Log in'] | //button[normalize-space()='Log in']
[main] 2023-04-18 15:26:12 INFO  - Inside clickUsingJavaScript step:last
[main] 2023-04-18 15:26:12 INFO  - Successfully clicked on Log in Button
[main] 2023-04-18 15:26:13 INFO  - Re-Triggering failed test cases is disabled
[main] 2023-04-18 15:26:13 INFO  - Closing Browser
[main] 2023-04-18 15:26:13 INFO  - End of execution
[main] 2023-04-18 15:26:14 INFO  - This is the end of test case execution
